Protein ID,Gene names,Protein names,ProteinID_Genename,Genename_ProteinID
Q8NBF6,AVL9,Late secretory pathway protein AVL9 homolog,Q8NBF6_AVL9,AVL9__Q8NBF6
Q8NBI6,XXYLT1,Xyloside xylosyltransferase 1,Q8NBI6_XXYLT1,XXYLT1__Q8NBI6
Q8NBJ4-2,GOLM1,Golgi membrane protein 1,Q8NBJ4-2_GOLM1,GOLM1__Q8NBJ4-2
Q8NBJ5,COLGALT1,Procollagen galactosyltransferase 1,Q8NBJ5_COLGALT1,COLGALT1__Q8NBJ5
Q8NBK3-5,SUMF1,Sulfatase-modifying factor 1,Q8NBK3-5_SUMF1,SUMF1__Q8NBK3-5
Q8NBL1,POGLUT1,Protein O-glucosyltransferase 1,Q8NBL1_POGLUT1,POGLUT1__Q8NBL1
Q8NBM4,UBAC2,Ubiquitin-associated domain-containing protein 2,Q8NBM4_UBAC2,UBAC2__Q8NBM4
Q8NBM8,PCYOX1L,Prenylcysteine oxidase-like,Q8NBM8_PCYOX1L,PCYOX1L__Q8NBM8
Q8NBN3,TMEM87A,Transmembrane protein 87A,Q8NBN3_TMEM87A,TMEM87A__Q8NBN3
Q8NBN7,RDH13,Retinol dehydrogenase 13,Q8NBN7_RDH13,RDH13__Q8NBN7
Q8NBP0,TTC13,Tetratricopeptide repeat protein 13,Q8NBP0_TTC13,TTC13__Q8NBP0
Q8NBP5,MFSD9,Major facilitator superfamily domain-containing protein 9,Q8NBP5_MFSD9,MFSD9__Q8NBP5
Q8NBP7,PCSK9,Proprotein convertase subtilisin/kexin type 9,Q8NBP7_PCSK9,PCSK9__Q8NBP7
Q8NBQ5,HSD17B11,Estradiol 17-beta-dehydrogenase 11,Q8NBQ5_HSD17B11,HSD17B11__Q8NBQ5
Q8NBR6-2,FAM63B,Protein FAM63B,Q8NBR6-2_FAM63B,FAM63B__Q8NBR6-2
Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5,Q8NBS9_TXNDC5,TXNDC5__Q8NBS9
Q8NBT2,SPC24,Kinetochore protein Spc24,Q8NBT2_SPC24,SPC24__Q8NBT2
Q8NBU5,ATAD1,ATPase family AAA domain-containing protein 1,Q8NBU5_ATAD1,ATAD1__Q8NBU5
Q8NBW4-2,SLC38A9,Sodium-coupled neutral amino acid transporter 9,Q8NBW4-2_SLC38A9,SLC38A9__Q8NBW4-2
Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,Q8NBX0_SCCPDH,SCCPDH__Q8NBX0
Q8NBZ7,UXS1,UDP-glucuronic acid decarboxylase 1,Q8NBZ7_UXS1,UXS1__Q8NBZ7
Q8NC06-2,ACBD4,Acyl-CoA-binding domain-containing protein 4,Q8NC06-2_ACBD4,ACBD4__Q8NC06-2
Q8NC42,RNF149,E3 ubiquitin-protein ligase RNF149,Q8NC42_RNF149,RNF149__Q8NC42
Q8NC44,FAM134A,Protein FAM134A,Q8NC44_FAM134A,FAM134A__Q8NC44
Q8NC51,SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein,Q8NC51_SERBP1,SERBP1__Q8NC51
Q8NC51-3,SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein,Q8NC51-3_SERBP1,SERBP1__Q8NC51-3
Q8NC54,KCT2,Keratinocyte-associated transmembrane protein 2,Q8NC54_KCT2,KCT2__Q8NC54
Q8NC56,LEMD2,LEM domain-containing protein 2,Q8NC56_LEMD2,LEMD2__Q8NC56
Q8NC60,NOA1,Nitric oxide-associated protein 1,Q8NC60_NOA1,NOA1__Q8NC60
Q8NCA5-2,FAM98A,Protein FAM98A,Q8NCA5-2_FAM98A,FAM98A__Q8NCA5-2
Q8NCC3,PLA2G15,Group XV phospholipase A2,Q8NCC3_PLA2G15,PLA2G15__Q8NCC3
Q8NCD3-3,HJURP,Holliday junction recognition protein,Q8NCD3-3_HJURP,HJURP__Q8NCD3-3
Q8NCE2-2,MTMR14,Myotubularin-related protein 14,Q8NCE2-2_MTMR14,MTMR14__Q8NCE2-2
Q8NCF5,NFATC2IP,NFATC2-interacting protein,Q8NCF5_NFATC2IP,NFATC2IP__Q8NCF5
Q8NCG5,CHST4,Carbohydrate sulfotransferase 4,Q8NCG5_CHST4,CHST4__Q8NCG5
Q8NCH0,CHST14,Carbohydrate sulfotransferase 14,Q8NCH0_CHST14,CHST14__Q8NCH0
Q8NCL4,GALNT6,Polypeptide N-acetylgalactosaminyltransferase 6,Q8NCL4_GALNT6,GALNT6__Q8NCL4
Q8NCL9,APCDD1L,Protein APCDD1-like,Q8NCL9_APCDD1L,APCDD1L__Q8NCL9
Q8NCM8,DYNC2H1,Cytoplasmic dynein 2 heavy chain 1,Q8NCM8_DYNC2H1,DYNC2H1__Q8NCM8
Q8NCN4,RNF169,E3 ubiquitin-protein ligase RNF169,Q8NCN4_RNF169,RNF169__Q8NCN4
Q8NCN5,PDPR,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",Q8NCN5_PDPR,PDPR__Q8NCN5
Q8NCR9,CLRN3,Clarin-3,Q8NCR9_CLRN3,CLRN3__Q8NCR9
Q8NCS4,ZMYM6NB,Uncharacterized protein ZMYM6NB,Q8NCS4_ZMYM6NB,ZMYM6NB__Q8NCS4
Q8NCW5,APOA1BP,NAD(P)H-hydrate epimerase,Q8NCW5_APOA1BP,APOA1BP__Q8NCW5
Q8ND04,SMG8,Protein SMG8,Q8ND04_SMG8,SMG8__Q8ND04
Q8ND24,RNF214,RING finger protein 214,Q8ND24_RNF214,RNF214__Q8ND24
Q8ND30,PPFIBP2,Liprin-beta-2,Q8ND30_PPFIBP2,PPFIBP2__Q8ND30
Q8ND56-3,LSM14A,Protein LSM14 homolog A,Q8ND56-3_LSM14A,LSM14A__Q8ND56-3
Q8ND71,GIMAP8,GTPase IMAP family member 8,Q8ND71_GIMAP8,GIMAP8__Q8ND71
Q8ND76,CCNY,Cyclin-Y,Q8ND76_CCNY,CCNY__Q8ND76
Q8ND82,ZNF280C,Zinc finger protein 280C,Q8ND82_ZNF280C,ZNF280C__Q8ND82
Q8ND90,PNMA1,Paraneoplastic antigen Ma1,Q8ND90_PNMA1,PNMA1__Q8ND90
Q8ND94,LRRN4CL,LRRN4 C-terminal-like protein,Q8ND94_LRRN4CL,LRRN4CL__Q8ND94
Q8NDA2,HMCN2,Hemicentin-2,Q8NDA2_HMCN2,HMCN2__Q8NDA2
Q8NDC0,MAPK1IP1L,MAPK-interacting and spindle-stabilizing protein-like,Q8NDC0_MAPK1IP1L,MAPK1IP1L__Q8NDC0
Q8NDH3,NPEPL1,Probable aminopeptidase NPEPL1,Q8NDH3_NPEPL1,NPEPL1__Q8NDH3
Q8NDI1-3,EHBP1,EH domain-binding protein 1,Q8NDI1-3_EHBP1,EHBP1__Q8NDI1-3
Q8NDM7-2,CFAP43,Cilia- and flagella-associated protein 43,Q8NDM7-2_CFAP43,CFAP43__Q8NDM7-2
Q8NDT2,RBM15B,Putative RNA-binding protein 15B,Q8NDT2_RBM15B,RBM15B__Q8NDT2
Q8NDV1,ST6GALNAC3,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",Q8NDV1_ST6GALNAC3,ST6GALNAC3__Q8NDV1
Q8NDV7-2,TNRC6A,Trinucleotide repeat-containing gene 6A protein,Q8NDV7-2_TNRC6A,TNRC6A__Q8NDV7-2
Q8NDX1-2,PSD4,PH and SEC7 domain-containing protein 4,Q8NDX1-2_PSD4,PSD4__Q8NDX1-2
Q8NDX5-2,PHC3,Polyhomeotic-like protein 3,Q8NDX5-2_PHC3,PHC3__Q8NDX5-2
Q8NDX6,ZNF740,Zinc finger protein 740,Q8NDX6_ZNF740,ZNF740__Q8NDX6
Q8NDZ4,C3orf58,Deleted in autism protein 1,Q8NDZ4_C3orf58,C3orf58__Q8NDZ4
Q8NE00,TMEM104,Transmembrane protein 104,Q8NE00_TMEM104,TMEM104__Q8NE00
Q8NE01,CNNM3,Metal transporter CNNM3,Q8NE01_CNNM3,CNNM3__Q8NE01
Q8NE62,CHDH,"Choline dehydrogenase, mitochondrial",Q8NE62_CHDH,CHDH__Q8NE62
Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,Q8NE71_ABCF1,ABCF1__Q8NE71
Q8NE86-3,MCU,"Calcium uniporter protein, mitochondrial",Q8NE86-3_MCU,MCU__Q8NE86-3
Q8NEC7,GSTCD,Glutathione S-transferase C-terminal domain-containing protein,Q8NEC7_GSTCD,GSTCD__Q8NEC7
Q8NEF9,SRFBP1,Serum response factor-binding protein 1,Q8NEF9_SRFBP1,SRFBP1__Q8NEF9
Q8NEH6,MNS1,Meiosis-specific nuclear structural protein 1,Q8NEH6_MNS1,MNS1__Q8NEH6
Q8NEJ9-2,NGDN,Neuroguidin,Q8NEJ9-2_NGDN,NGDN__Q8NEJ9-2
Q8NEL9-4,DDHD1,Phospholipase DDHD1,Q8NEL9-4_DDHD1,DDHD1__Q8NEL9-4
Q8NEM2,SHCBP1,SHC SH2 domain-binding protein 1,Q8NEM2_SHCBP1,SHCBP1__Q8NEM2
Q8NEN9,PDZD8,PDZ domain-containing protein 8,Q8NEN9_PDZD8,PDZD8__Q8NEN9
Q8NEQ5-2,C1orf162,Transmembrane protein C1orf162,Q8NEQ5-2_C1orf162,C1orf162__Q8NEQ5-2
Q8NES3-3,LFNG,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",Q8NES3-3_LFNG,LFNG__Q8NES3-3
Q8NET5,NFAM1,NFAT activation molecule 1,Q8NET5_NFAM1,NFAM1__Q8NET5
Q8NET6,CHST13,Carbohydrate sulfotransferase 13,Q8NET6_CHST13,CHST13__Q8NET6
Q8NEU8,APPL2,DCC-interacting protein 13-beta,Q8NEU8_APPL2,APPL2__Q8NEU8
Q8NEW0,SLC30A7,Zinc transporter 7,Q8NEW0_SLC30A7,SLC30A7__Q8NEW0
Q8NEY1-2,NAV1,Neuron navigator 1,Q8NEY1-2_NAV1,NAV1__Q8NEY1-2
Q8NEY8,PPHLN1,Periphilin-1,Q8NEY8_PPHLN1,PPHLN1__Q8NEY8
Q8NEZ2,VPS37A,Vacuolar protein sorting-associated protein 37A,Q8NEZ2_VPS37A,VPS37A__Q8NEZ2
Q8NEZ3,WDR19,WD repeat-containing protein 19,Q8NEZ3_WDR19,WDR19__Q8NEZ3
Q8NEZ5,FBXO22,F-box only protein 22,Q8NEZ5_FBXO22,FBXO22__Q8NEZ5
Q8NF37,LPCAT1,Lysophosphatidylcholine acyltransferase 1,Q8NF37_LPCAT1,LPCAT1__Q8NF37
Q8NF50-4,DOCK8,Dedicator of cytokinesis protein 8,Q8NF50-4_DOCK8,DOCK8__Q8NF50-4
Q8NF91,SYNE1,Nesprin-1,Q8NF91_SYNE1,SYNE1__Q8NF91
Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1,Q8NFC6_BOD1L1,BOD1L1__Q8NFC6
Q8NFD5,ARID1B,AT-rich interactive domain-containing protein 1B,Q8NFD5_ARID1B,ARID1B__Q8NFD5
Q8NFF5-2,FLAD1,FAD synthase,Q8NFF5-2_FLAD1,FLAD1__Q8NFF5-2
Q8NFG4,FLCN,Folliculin,Q8NFG4_FLCN,FLCN__Q8NFG4
Q8NFH3,NUP43,Nucleoporin Nup43,Q8NFH3_NUP43,NUP43__Q8NFH3
Q8NFH4,NUP37,Nucleoporin Nup37,Q8NFH4_NUP37,NUP37__Q8NFH4
Q8NFH5-2,NUP35,Nucleoporin NUP53,Q8NFH5-2_NUP35,NUP35__Q8NFH5-2
Q8NFH8-4,REPS2,RalBP1-associated Eps domain-containing protein 2,Q8NFH8-4_REPS2,REPS2__Q8NFH8-4
Q8NFI3,ENGASE,Cytosolic endo-beta-N-acetylglucosaminidase,Q8NFI3_ENGASE,ENGASE__Q8NFI3
Q8NFI4,ST13P5,Putative protein FAM10A5,Q8NFI4_ST13P5,ST13P5__Q8NFI4
Q8NFJ5,GPRC5A,Retinoic acid-induced protein 3,Q8NFJ5_GPRC5A,GPRC5A__Q8NFJ5
Q8NFM4,ADCY4,Adenylate cyclase type 4,Q8NFM4_ADCY4,ADCY4__Q8NFM4
Q8NFQ8,TOR1AIP2,Torsin-1A-interacting protein 2,Q8NFQ8_TOR1AIP2,TOR1AIP2__Q8NFQ8
Q8NFT2-2,STEAP2,Metalloreductase STEAP2,Q8NFT2-2_STEAP2,STEAP2__Q8NFT2-2
Q8NFU3,TSTD1,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1,Q8NFU3_TSTD1,TSTD1__Q8NFU3
Q8NFU3-4,TSTD1,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1,Q8NFU3-4_TSTD1,TSTD1__Q8NFU3-4
Q8NFV4,ABHD11,Alpha/beta hydrolase domain-containing protein 11,Q8NFV4_ABHD11,ABHD11__Q8NFV4
Q8NFW8,CMAS,N-acylneuraminate cytidylyltransferase,Q8NFW8_CMAS,CMAS__Q8NFW8
Q8NFW9-2,MYRIP,Rab effector MyRIP,Q8NFW9-2_MYRIP,MYRIP__Q8NFW9-2
Q8NFX7-2,STXBP6,Syntaxin-binding protein 6,Q8NFX7-2_STXBP6,STXBP6__Q8NFX7-2
Q8NFZ5,TNIP2,TNFAIP3-interacting protein 2,Q8NFZ5_TNIP2,TNIP2__Q8NFZ5
Q8NFZ8,CADM4,Cell adhesion molecule 4,Q8NFZ8_CADM4,CADM4__Q8NFZ8
Q8NG06,TRIM58,E3 ubiquitin-protein ligase TRIM58,Q8NG06_TRIM58,TRIM58__Q8NG06
Q8NG11,TSPAN14,Tetraspanin-14,Q8NG11_TSPAN14,TSPAN14__Q8NG11
Q8NG27-3,PJA1,E3 ubiquitin-protein ligase Praja-1,Q8NG27-3_PJA1,PJA1__Q8NG27-3
Q8NG31-2,CASC5,Protein CASC5,Q8NG31-2_CASC5,CASC5__Q8NG31-2
Q8NG68,TTL,Tubulin--tyrosine ligase,Q8NG68_TTL,TTL__Q8NG68
Q8NGC3,OR10G2,Olfactory receptor 10G2,Q8NGC3_OR10G2,OR10G2__Q8NGC3
Q8NHG7,SVIP,Small VCP/p97-interacting protein,Q8NHG7_SVIP,SVIP__Q8NHG7
Q8NHG8,ZNRF2,E3 ubiquitin-protein ligase ZNRF2,Q8NHG8_ZNRF2,ZNRF2__Q8NHG8
Q8NHH9-5,ATL2,Atlastin-2,Q8NHH9-5_ATL2,ATL2__Q8NHH9-5
Q8NHM5-4,KDM2B,Lysine-specific demethylase 2B,Q8NHM5-4_KDM2B,KDM2B__Q8NHM5-4
Q8NHP6,MOSPD2,Motile sperm domain-containing protein 2,Q8NHP6_MOSPD2,MOSPD2__Q8NHP6
Q8NHP8,PLBD2,Putative phospholipase B-like 2,Q8NHP8_PLBD2,PLBD2__Q8NHP8
Q8NHQ8-2,RASSF8,Ras association domain-containing protein 8,Q8NHQ8-2_RASSF8,RASSF8__Q8NHQ8-2
Q8NHU3,SGMS2,Phosphatidylcholine:ceramide cholinephosphotransferase 2,Q8NHU3_SGMS2,SGMS2__Q8NHU3
Q8NHU6,TDRD7,Tudor domain-containing protein 7,Q8NHU6_TDRD7,TDRD7__Q8NHU6
Q8NHV1,GIMAP7,GTPase IMAP family member 7,Q8NHV1_GIMAP7,GIMAP7__Q8NHV1
Q8NHV4,NEDD1,Protein NEDD1,Q8NHV4_NEDD1,NEDD1__Q8NHV4
Q8NHZ8,CDC26,Anaphase-promoting complex subunit CDC26,Q8NHZ8_CDC26,CDC26__Q8NHZ8
Q8NI08-2,NCOA7,Nuclear receptor coactivator 7,Q8NI08-2_NCOA7,NCOA7__Q8NI08-2
Q8NI22,MCFD2,Multiple coagulation factor deficiency protein 2,Q8NI22_MCFD2,MCFD2__Q8NI22
Q8NI27,THOC2,THO complex subunit 2,Q8NI27_THOC2,THOC2__Q8NI27
Q8NI35,INADL,InaD-like protein,Q8NI35_INADL,INADL__Q8NI35
Q8NI37,PPTC7,Protein phosphatase PTC7 homolog,Q8NI37_PPTC7,PPTC7__Q8NI37
Q8NI60,ADCK3,"Atypical kinase ADCK3, mitochondrial",Q8NI60_ADCK3,ADCK3__Q8NI60
Q8NI99,ANGPTL6,Angiopoietin-related protein 6,Q8NI99_ANGPTL6,ANGPTL6__Q8NI99
Q8TA86,RP9,Retinitis pigmentosa 9 protein,Q8TA86_RP9,RP9__Q8TA86
Q8TAA5,GRPEL2,"GrpE protein homolog 2, mitochondrial",Q8TAA5_GRPEL2,GRPEL2__Q8TAA5
Q8TAA9-2,VANGL1,Vang-like protein 1,Q8TAA9-2_VANGL1,VANGL1__Q8TAA9-2
Q8TAD2,IL17D,Interleukin-17D,Q8TAD2_IL17D,IL17D__Q8TAD2
Q8TAD4,SLC30A5,Zinc transporter 5,Q8TAD4_SLC30A5,SLC30A5__Q8TAD4
Q8TAD8,SNIP1,Smad nuclear-interacting protein 1,Q8TAD8_SNIP1,SNIP1__Q8TAD8
Q8TAE8,GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Q8TAE8_GADD45GIP1,GADD45GIP1__Q8TAE8
Q8TAF3,WDR48,WD repeat-containing protein 48,Q8TAF3_WDR48,WDR48__Q8TAF3
Q8TAG9,EXOC6,Exocyst complex component 6,Q8TAG9_EXOC6,EXOC6__Q8TAG9
Q8TAP6,CEP76,Centrosomal protein of 76 kDa,Q8TAP6_CEP76,CEP76__Q8TAP6
Q8TAP8,PPP1R35,Protein phosphatase 1 regulatory subunit 35,Q8TAP8_PPP1R35,PPP1R35__Q8TAP8
Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,Q8TAQ2_SMARCC2,SMARCC2__Q8TAQ2
Q8TAT6,NPLOC4,Nuclear protein localization protein 4 homolog,Q8TAT6_NPLOC4,NPLOC4__Q8TAT6
Q8TAV3,CYP2W1,Cytochrome P450 2W1,Q8TAV3_CYP2W1,CYP2W1__Q8TAV3
Q8TB03,CXorf38,Uncharacterized protein CXorf38,Q8TB03_CXorf38,CXorf38__Q8TB03
Q8TB36-2,GDAP1,Ganglioside-induced differentiation-associated protein 1,Q8TB36-2_GDAP1,GDAP1__Q8TB36-2
Q8TB37,NUBPL,Iron-sulfur protein NUBPL,Q8TB37_NUBPL,NUBPL__Q8TB37
Q8TB40,ABHD4,Abhydrolase domain-containing protein 4,Q8TB40_ABHD4,ABHD4__Q8TB40
Q8TB45,DEPTOR,DEP domain-containing mTOR-interacting protein,Q8TB45_DEPTOR,DEPTOR__Q8TB45
Q8TB52,FBXO30,F-box only protein 30,Q8TB52_FBXO30,FBXO30__Q8TB52
Q8TB61-3,SLC35B2,Adenosine 3-phospho 5-phosphosulfate transporter 1,Q8TB61-3_SLC35B2,SLC35B2__Q8TB61-3
Q8TB72-3,PUM2,Pumilio homolog 2,Q8TB72-3_PUM2,PUM2__Q8TB72-3
Q8TB96,ITFG1,T-cell immunomodulatory protein,Q8TB96_ITFG1,ITFG1__Q8TB96
Q8TBA6,GOLGA5,Golgin subfamily A member 5,Q8TBA6_GOLGA5,GOLGA5__Q8TBA6
Q8TBB5-3,KLHDC4,Kelch domain-containing protein 4,Q8TBB5-3_KLHDC4,KLHDC4__Q8TBB5-3
Q8TBC4,UBA3,NEDD8-activating enzyme E1 catalytic subunit,Q8TBC4_UBA3,UBA3__Q8TBC4
Q8TBC5,ZSCAN18,Zinc finger and SCAN domain-containing protein 18,Q8TBC5_ZSCAN18,ZSCAN18__Q8TBC5
Q8TBE1,CNIH3,Protein cornichon homolog 3,Q8TBE1_CNIH3,CNIH3__Q8TBE1
Q8TBE9,NANP,N-acylneuraminate-9-phosphatase,Q8TBE9_NANP,NANP__Q8TBE9
Q8TBG4-2,ETNPPL,Ethanolamine-phosphate phospho-lyase,Q8TBG4-2_ETNPPL,ETNPPL__Q8TBG4-2
Q8TBM8,DNAJB14,DnaJ homolog subfamily B member 14,Q8TBM8_DNAJB14,DNAJB14__Q8TBM8
Q8TBN0,RAB3IL1,Guanine nucleotide exchange factor for Rab-3A,Q8TBN0_RAB3IL1,RAB3IL1__Q8TBN0
Q8TBP0,TBC1D16,TBC1 domain family member 16,Q8TBP0_TBC1D16,TBC1D16__Q8TBP0
Q8TBP5,FAM174A,Membrane protein FAM174A,Q8TBP5_FAM174A,FAM174A__Q8TBP5
Q8TBP6,SLC25A40,Solute carrier family 25 member 40,Q8TBP6_SLC25A40,SLC25A40__Q8TBP6
Q8TBQ9,TMEM167A,Protein kish-A,Q8TBQ9_TMEM167A,TMEM167A__Q8TBQ9
Q8TBR7-1,FAM57A,Protein FAM57A,Q8TBR7-1_FAM57A,FAM57A__Q8TBR7-1
Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,Q8TBX8_PIP4K2C,PIP4K2C__Q8TBX8
Q8TBZ6,TRMT10A,tRNA methyltransferase 10 homolog A,Q8TBZ6_TRMT10A,TRMT10A__Q8TBZ6
Q8TC07-2,TBC1D15,TBC1 domain family member 15,Q8TC07-2_TBC1D15,TBC1D15__Q8TC07-2
Q8TC12,RDH11,Retinol dehydrogenase 11,Q8TC12_RDH11,RDH11__Q8TC12
Q8TC71-2,SPATA18,Mitochondria-eating protein,Q8TC71-2_SPATA18,SPATA18__Q8TC71-2
Q8TCA0,LRRC20,Leucine-rich repeat-containing protein 20,Q8TCA0_LRRC20,LRRC20__Q8TCA0
Q8TCB0,IFI44,Interferon-induced protein 44,Q8TCB0_IFI44,IFI44__Q8TCB0
Q8TCC3,MRPL30,"39S ribosomal protein L30, mitochondrial",Q8TCC3_MRPL30,MRPL30__Q8TCC3
Q8TCD1,C18orf32,UPF0729 protein C18orf32,Q8TCD1_C18orf32,C18orf32__Q8TCD1
Q8TCD5,NT5C,"5(3)-deoxyribonucleotidase, cytosolic type",Q8TCD5_NT5C,NT5C__Q8TCD5
Q8TCE6-2,FAM45A,Protein FAM45A,Q8TCE6-2_FAM45A,FAM45A__Q8TCE6-2
Q8TCF1-4,ZFAND1,AN1-type zinc finger protein 1,Q8TCF1-4_ZFAND1,ZFAND1__Q8TCF1-4
Q8TCG2,PI4K2B,Phosphatidylinositol 4-kinase type 2-beta,Q8TCG2_PI4K2B,PI4K2B__Q8TCG2
Q8TCG5-3,CPT1C,"Carnitine O-palmitoyltransferase 1, brain isoform",Q8TCG5-3_CPT1C,CPT1C__Q8TCG5-3
Q8TCJ2,STT3B,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,Q8TCJ2_STT3B,STT3B__Q8TCJ2
Q8TCS8,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",Q8TCS8_PNPT1,PNPT1__Q8TCS8
Q8TCT7,SPPL2B,Signal peptide peptidase-like 2B,Q8TCT7_SPPL2B,SPPL2B__Q8TCT7
Q8TCT8,SPPL2A,Signal peptide peptidase-like 2A,Q8TCT8_SPPL2A,SPPL2A__Q8TCT8
Q8TCT9-5,HM13,Minor histocompatibility antigen H13,Q8TCT9-5_HM13,HM13__Q8TCT9-5
Q8TCT9-2,HM13,Minor histocompatibility antigen H13,Q8TCT9-2_HM13,HM13__Q8TCT9-2
Q8TCU6,PREX1,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",Q8TCU6_PREX1,PREX1__Q8TCU6
Q8TCX1,DYNC2LI1,Cytoplasmic dynein 2 light intermediate chain 1,Q8TCX1_DYNC2LI1,DYNC2LI1__Q8TCX1
Q8TCY9-4,URGCP,Up-regulator of cell proliferation,Q8TCY9-4_URGCP,URGCP__Q8TCY9-4
Q8TCZ2,CD99L2,CD99 antigen-like protein 2,Q8TCZ2_CD99L2,CD99L2__Q8TCZ2
Q8TD16,BICD2,Protein bicaudal D homolog 2,Q8TD16_BICD2,BICD2__Q8TD16
Q8TD19,NEK9,Serine/threonine-protein kinase Nek9,Q8TD19_NEK9,NEK9__Q8TD19
Q8TD22,SFXN5,Sideroflexin-5,Q8TD22_SFXN5,SFXN5__Q8TD22
Q8TD26,CHD6,Chromodomain-helicase-DNA-binding protein 6,Q8TD26_CHD6,CHD6__Q8TD26
Q8TD30,GPT2,Alanine aminotransferase 2,Q8TD30_GPT2,GPT2__Q8TD30
Q8TD43-3,TRPM4,Transient receptor potential cation channel subfamily M member 4,Q8TD43-3_TRPM4,TRPM4__Q8TD43-3
Q8TD49,PAP1,Methyltransferase-like protein 9,Q8TD49_PAP1,PAP1__Q8TD49
Q8TD55,PLEKHO2,Pleckstrin homology domain-containing family O member 2,Q8TD55_PLEKHO2,PLEKHO2__Q8TD55
Q8TDB4,MGARP,Protein MGARP,Q8TDB4_MGARP,MGARP__Q8TDB4
Q8TDB6,DTX3L,E3 ubiquitin-protein ligase DTX3L,Q8TDB6_DTX3L,DTX3L__Q8TDB6
Q8TDD1,DDX54,ATP-dependent RNA helicase DDX54,Q8TDD1_DDX54,DDX54__Q8TDD1
Q8TDH9,BLOC1S5,Biogenesis of lysosome-related organelles complex 1 subunit 5,Q8TDH9_BLOC1S5,BLOC1S5__Q8TDH9
Q8TDJ6,DMXL2,DmX-like protein 2,Q8TDJ6_DMXL2,DMXL2__Q8TDJ6
Q8TDM0-3,Q8TDM0-3,,Q8TDM0-3_Q8TDM0-3,Q8TDM0-3__Q8TDM0-3
Q8TDM6-4,DLG5,Disks large homolog 5,Q8TDM6-4_DLG5,DLG5__Q8TDM6-4
Q8TDN4,CABLES1,CDK5 and ABL1 enzyme substrate 1,Q8TDN4_CABLES1,CABLES1__Q8TDN4
Q8TDN6,BRIX1,Ribosome biogenesis protein BRX1 homolog,Q8TDN6_BRIX1,BRIX1__Q8TDN6
Q8TDQ7,GNPDA2,Glucosamine-6-phosphate isomerase 2,Q8TDQ7_GNPDA2,GNPDA2__Q8TDQ7
Q8TDR0-2,TRAF3IP1,TRAF3-interacting protein 1,Q8TDR0-2_TRAF3IP1,TRAF3IP1__Q8TDR0-2
Q8TDW0,LRRC8C,Volume-regulated anion channel subunit LRRC8C,Q8TDW0_LRRC8C,LRRC8C__Q8TDW0
Q8TDX5,ACMSD,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,Q8TDX5_ACMSD,ACMSD__Q8TDX5
Q8TDX6,CSGALNACT1,Chondroitin sulfate N-acetylgalactosaminyltransferase 1,Q8TDX6_CSGALNACT1,CSGALNACT1__Q8TDX6
Q8TDX7,NEK7,Serine/threonine-protein kinase Nek7,Q8TDX7_NEK7,NEK7__Q8TDX7
Q8TDY2-2,RB1CC1,RB1-inducible coiled-coil protein 1,Q8TDY2-2_RB1CC1,RB1CC1__Q8TDY2-2
Q8TDY4-3,ASAP3,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3",Q8TDY4-3_ASAP3,ASAP3__Q8TDY4-3
Q8TDZ2,MICAL1,Protein-methionine sulfoxide oxidase MICAL1,Q8TDZ2_MICAL1,MICAL1__Q8TDZ2
Q8TE02,ELP5,Elongator complex protein 5,Q8TE02_ELP5,ELP5__Q8TE02
Q8TE04,PANK1,Pantothenate kinase 1,Q8TE04_PANK1,PANK1__Q8TE04
Q8TE67,EPS8L3,Epidermal growth factor receptor kinase substrate 8-like protein 3,Q8TE67_EPS8L3,EPS8L3__Q8TE67
Q8TE77,SSH3,Protein phosphatase Slingshot homolog 3,Q8TE77_SSH3,SSH3__Q8TE77
Q8TE82,SH3TC1,SH3 domain and tetratricopeptide repeat-containing protein 1,Q8TE82_SH3TC1,SH3TC1__Q8TE82
Q8TEA1,NSUN6,Putative methyltransferase NSUN6,Q8TEA1_NSUN6,NSUN6__Q8TEA1
Q8TEA7-2,TBCK,TBC domain-containing protein kinase-like protein,Q8TEA7-2_TBCK,TBCK__Q8TEA7-2
